ID,Type,SKU,Name,Published,Is featured?,Short description,Description,In stock?,Stock,Low stock amount,Sale price,Regular price,Categories,Tags,Images,Brands,Meta: _headstart_post,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: post_views_count
4809,simple,,Digital Headphones HD,1,0,,High-quality digital headphones hd designed for optimal performance and durability.,1,166,10,250.07,372.98,Automotive,"Professional, Bass, Wireless",https://images.unsplash.com/photo-1504274066651-8d31a536b11a,Samsung,1,Material,"Cotton, Metal, Rubber, Wood, Leather",1,0,Color,"Gray, Brown",1,1,228
4810,simple,SKU24225,Digital Smartwatch HD,1,0,,High-quality digital smartwatch hd designed for optimal performance and durability.,1,198,9,409.68,575.01,Sweater > Hoodie,Hi-Fi,https://images.pexels.com/photos/1630344/pexels-photo-1630344.jpeg,Remax,1,Capacity,"1.5L, 330 ml, 1L",1,0,,,,,455
4811,simple,SKU26657,Portable Tablet Max,1,1,,High-quality portable tablet max designed for optimal performance and durability.,1,73,11,,733.54,Office Supplies,Wireless,https://images.pexels.com/photos/1029757/pexels-photo-1029757.jpeg,Yamaha,1,,,,,,,,,550
4812,variable,SKU46126,Premium Speaker System,1,0,,High-quality premium speaker system designed for optimal performance and durability.,1,24,20,1689.96,1879.98,Health & Beauty,,https://images.pexels.com/photos/90946/pexels-photo-90946.jpeg,Boutique,1,Capacity,"500ml, 330 ml",1,1,User Group,"Unisex, Men, Adult, Boys & Girls",1,0,855
4813,simple,SKU33724,Portable Tablet Max,1,0,,High-quality portable tablet max designed for optimal performance and durability.,1,67,12,1135.85,1336.46,Office Supplies,"Bluetooth, Stereo",https://images.unsplash.com/photo-1585155770447-2f66e2a397b5,Adidas,1,Color,"Gray, Yellow, White",1,0,,,,,465
4814,simple,SKU65583,Premium Headphones System,1,0,,High-quality premium headphones system designed for optimal performance and durability.,1,98,19,,296.45,Sweater > Hoodie,Modern,https://images.pexels.com/photos/1350789/pexels-photo-1350789.jpeg,Adidas,1,,,,,,,,,16
4815,simple,SKU44738,Premium Blender Collection,1,0,,High-quality premium blender collection designed for optimal performance and durability.,1,177,7,,650.67,Kitchen,Vintage,https://images.pexels.com/photos/1350789/pexels-photo-1350789.jpeg,Nike,1,Capacity,"330 ml, 1.5L",1,1,,,,,163
4816,simple,SKU19759,Leather-Clad Leisure Chair,1,0,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,132,7,974.33,1233.11,Rocking Chair,Luxury,https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa,BambooTech,1,User Group,"Women, Unisex, Men",1,1,Size,"16"", L, XL",1,1,739
4817,variable,SKU35444,Wireless Headphones Pro,1,1,,High-quality wireless headphones pro designed for optimal performance and durability.,1,182,9,869.92,1402.73,Books,,https://images.pexels.com/photos/1350789/pexels-photo-1350789.jpeg,KeyTech,1,,,,,,,,,839
4818,simple,SKU30174,Digital Smartwatch HD,1,1,,High-quality digital smartwatch hd designed for optimal performance and durability.,1,196,14,316.38,389.45,Automotive,"USB, Bass",https://picsum.photos/700/700,Sony,1,User Group,"Women, Adult, Kids",1,0,Material,"Silk, Plastic, Ceramic",1,1,999
4819,variable,SKU54441,Digital Camera HD,1,1,,High-quality digital camera hd designed for optimal performance and durability.,1,192,6,1183.66,1573.46,Health & Beauty,Stereo,https://images.unsplash.com/photo-1553456558-aff63285bdd1,Wilson,1,Capacity,"1.5L, 2L",1,0,,,,,733
4820,variable,,Contemporary Vase,1,1,,High-quality contemporary vase designed for optimal performance and durability.,1,47,20,,925.33,Home & Garden,"7.1 D, Stereo",https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,HydroFlask,1,Material,"Glass, Rubber",1,1,,,,,533
4821,simple,SKU59377,Vintage Style Chair,1,0,,High-quality vintage style chair designed for optimal performance and durability.,1,5,10,816.76,1062.59,Rocking Chair,Vintage,https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,BambooTech,1,Capacity,"2L, 330 ml, 1L, 500ml, 1.5L",1,0,User Group,"Kids, Men, Adult, Unisex",1,0,703
4822,simple,SKU72059,Wireless Headphones,1,0,,High-quality wireless headphones designed for optimal performance and durability.,1,64,13,1049.98,1569.15,Headphone,"Bluetooth, Bass",https://picsum.photos/800/800,Boutique,1,,,,,,,,,480
4823,simple,SKU84739,Portable Smartwatch Max,1,1,,High-quality portable smartwatch max designed for optimal performance and durability.,1,32,18,,1281.9,Automotive,,https://via.placeholder.com/700x700/008000/FFFFFF?text=New+Arrival,ACEX,1,Color,"Gray, Yellow, Purple, Blue",1,0,User Group,"Unisex, Women, Men",1,0,615
4824,simple,SKU98107,Modern Jacket,1,1,,High-quality modern jacket designed for optimal performance and durability.,1,50,10,492.22,684.88,Clothing,,https://images.pexels.com/photos/3965557/pexels-photo-3965557.jpeg,Hatil,1,User Group,"Men, Unisex, Kids, Adult",1,1,,,,,361
4825,simple,SKU46110,Luxury Vase Set,1,0,,High-quality luxury vase set designed for optimal performance and durability.,1,57,17,868.96,1152.38,Home & Garden,"USB, Stereo",https://images.pexels.com/photos/1123260/pexels-photo-1123260.jpeg,Nikon,1,Color,"Gray, Brown, Green",1,1,,,,,447
4826,simple,SKU14289,Wireless Headphones Pro,1,0,,High-quality wireless headphones pro designed for optimal performance and durability.,1,153,19,23.38,34.86,Office Supplies,Luxury,https://images.pexels.com/photos/1350789/pexels-photo-1350789.jpeg,Hatil,1,User Group,"Kids, Women, Men, Unisex",1,1,Capacity,"1L, 500ml, 1.5L",1,1,387
4827,simple,SKU37055,Hi-Fi Headphones,1,0,,High-quality hi-fi headphones designed for optimal performance and durability.,1,66,7,,1372.44,Headphone,USB,https://images.pexels.com/photos/2115217/pexels-photo-2115217.jpeg,GreenThumb,1,Size,"L, 26"", 12"", XXL, XXXL",1,0,Material,"Wood, Glass",1,0,501
4828,external,SKU27649,Premium Headphones System,1,0,,High-quality premium headphones system designed for optimal performance and durability.,1,162,8,661.0,791.71,Automotive,"Modern, Luxury",https://picsum.photos/700/700,KeyTech,1,User Group,"Kids, Unisex, Women, Boys & Girls, Men",1,0,Size,"S, M, XXL",1,0,958
4829,variable,SKU41217,Portable Charger Max,1,0,,High-quality portable charger max designed for optimal performance and durability.,1,134,14,,438.31,Office Supplies,"Eco-Friendly, Vintage, Professional",https://images.pexels.com/photos/298863/pexels-photo-298863.jpeg,Casio,1,,,,,,,,,822
4830,variable,SKU31020,Leather-Clad Leisure Chair,1,1,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,32,15,,1898.05,Rocking Chair,"Modern, Vintage, Wireless",https://images.pexels.com/photos/2536965/pexels-photo-2536965.jpeg,KitchenAid,1,Color,"Blue, Pink",1,0,,,,,790
4831,simple,SKU15090,Modern Vase Collection,1,1,,High-quality modern vase collection designed for optimal performance and durability.,1,105,17,1335.9,1986.05,Home & Garden,"Wireless, Eco-Friendly",https://via.placeholder.com/700x700/008000/FFFFFF?text=New+Arrival,Dyson,1,Material,"Wood, Ceramic",1,0,,,,,672
4832,simple,SKU43352,Premium Tablet System,1,0,,High-quality premium tablet system designed for optimal performance and durability.,1,16,10,,788.36,Toys & Games,"USB, Eco-Friendly, 7.1 D",https://via.placeholder.com/600x600/0000FF/FFFFFF?text=Premium+Product,Boutique,1,Material,"Leather, Ceramic, Silk, Rubber",1,1,,,,,749
4833,simple,SKU87184,Digital Smartwatch HD,1,0,,High-quality digital smartwatch hd designed for optimal performance and durability.,1,65,20,926.95,1037.48,Accessories,"7.1 D, USB",https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,FlexiMat,1,,,,,,,,,909
4834,variable,SKU30381,Modern Rocking Chair,1,0,,High-quality modern rocking chair designed for optimal performance and durability.,1,14,6,217.22,311.94,Rocking Chair,"Stereo, Vintage, Luxury",https://images.pexels.com/photos/1649771/pexels-photo-1649771.jpeg,FitTech,1,Capacity,"330 ml, 1L, 1.5L",1,1,,,,,521
4835,variable,SKU65780,Vintage Style Chair,1,1,,High-quality vintage style chair designed for optimal performance and durability.,1,66,15,1179.68,1503.82,Rocking Chair,"Eco-Friendly, Bass",https://images.pexels.com/photos/1123260/pexels-photo-1123260.jpeg,Hatil,1,Size,"XXL, 16"", 26""",1,0,Capacity,"1.5L, 1L, 2L, 330 ml",1,0,572
4836,variable,SKU85594,Premium Charger System,1,0,,High-quality premium charger system designed for optimal performance and durability.,1,20,10,373.99,535.18,Pet Supplies,Modern,https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,KeyTech,1,,,,,,,,,119
4837,variable,SKU80207,Portable Tablet Max,1,0,,High-quality portable tablet max designed for optimal performance and durability.,1,67,11,,580.82,Accessories,,https://images.pexels.com/photos/1123260/pexels-photo-1123260.jpeg,KeyTech,1,Material,"Cotton, Rubber",1,0,,,,,474
4838,simple,SKU82255,Wireless Headphones Pro,1,1,,High-quality wireless headphones pro designed for optimal performance and durability.,1,4,19,,1875.74,Sweater > Hoodie,"Premium, Stereo",https://images.pexels.com/photos/19090/pexels-photo.jpg,HP,1,Color,"White, Purple, Green, Gray, Red",1,1,Capacity,"330 ml, 500ml",1,0,592
4839,grouped,SKU53914,11-Speed Bike,1,0,,High-quality 11-speed bike designed for optimal performance and durability.,1,7,11,,756.39,Bicycle,,https://picsum.photos/700/700,HydroFlask,1,Material,"Metal, Ceramic, Glass, Leather",1,1,Capacity,"330 ml, 500ml",1,0,751
4840,simple,SKU39593,Smart Headphones Plus,1,1,,High-quality smart headphones plus designed for optimal performance and durability.,1,146,5,,616.81,Health & Beauty,USB,https://images.unsplash.com/photo-1585155770447-2f66e2a397b5,Boutique,1,Material,"Plastic, Silk, Cotton",1,0,Color,"Red, Brown",1,1,590
4841,simple,SKU12879,Wireless Charger Pro,1,0,,High-quality wireless charger pro designed for optimal performance and durability.,1,127,12,439.47,643.92,Health & Beauty,Professional,https://via.placeholder.com/800x800/FF0000/FFFFFF?text=Product+Image,Spalding,1,Capacity,"330 ml, 1L, 2L, 1.5L",1,0,,,,,227
4842,simple,SKU77318,Modern Rocking Chair,1,0,,High-quality modern rocking chair designed for optimal performance and durability.,1,52,11,1280.11,1760.27,Rocking Chair,"Bluetooth, USB",https://picsum.photos/800/800,FlexiMat,1,Color,"Red, Black, Gray, Green, Brown",1,0,Capacity,"1L, 330 ml, 1.5L",1,1,865
4843,simple,SKU87615,Classic Shirt Style,1,0,,High-quality classic shirt style designed for optimal performance and durability.,1,150,20,847.6,1293.62,Clothing,"Hi-Fi, Stereo, Premium",https://images.unsplash.com/photo-1504274066651-8d31a536b11a,Apple,1,,,,,,,,,177
4844,simple,SKU84895,Portable Charger Max,1,1,,High-quality portable charger max designed for optimal performance and durability.,1,63,7,,630.99,Accessories,"Hi-Fi, 7.1 D, Wireless",https://images.pexels.com/photos/4482900/pexels-photo-4482900.jpeg,ACEX,1,Capacity,"1L, 330 ml, 500ml, 1.5L, 2L",1,1,Material,"Metal, Cotton",1,1,267
4845,simple,SKU20849,Wireless Smartwatch Pro,1,0,,High-quality wireless smartwatch pro designed for optimal performance and durability.,1,86,18,,1124.6,Accessories,Vintage,https://images.pexels.com/photos/1029757/pexels-photo-1029757.jpeg,SoundMax,1,Color,"White, Red, Yellow, Black",1,0,User Group,"Kids, Men",1,0,627
4846,variable,SKU38563,Smart Tablet Plus,1,1,,High-quality smart tablet plus designed for optimal performance and durability.,1,19,12,,1279.81,Automotive,"Eco-Friendly, Premium",https://images.pexels.com/photos/2529148/pexels-photo-2529148.jpeg,BambooTech,1,Material,"Cotton, Leather, Wood, Silk",1,0,,,,,117
4847,simple,SKU31860,Premium Headphones System,1,0,,High-quality premium headphones system designed for optimal performance and durability.,1,82,17,198.05,312.2,Sweater > Hoodie,,https://images.pexels.com/photos/1029757/pexels-photo-1029757.jpeg,Canon,1,User Group,"Boys & Girls, Unisex, Women",1,0,,,,,604
4848,simple,SKU12406,Classic Sweater Style,1,1,,High-quality classic sweater style designed for optimal performance and durability.,1,154,16,,227.06,Clothing,"Luxury, Eco-Friendly",https://images.unsplash.com/photo-1505740420928-5e560c06d30e,KitchenAid,1,User Group,"Adult, Boys & Girls, Unisex, Kids",1,0,,,,,280
4849,simple,SKU88364,Leather-Clad Leisure Chair,1,0,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,64,11,,1262.08,Rocking Chair,"Wireless, Modern, Bass",https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa,Boutique,1,Color,"Black, Green",1,1,Capacity,"500ml, 1.5L",1,0,512
4850,simple,SKU21912,Casual Hoodie,1,0,,High-quality casual hoodie designed for optimal performance and durability.,1,130,18,305.36,507.12,Clothing,Premium,https://images.pexels.com/photos/2536965/pexels-photo-2536965.jpeg,Nikon,1,Capacity,"500ml, 330 ml, 1L, 1.5L, 2L",1,1,Size,"24"", L, 16""",1,0,847
4851,simple,SKU26351,Modern Rocking Chair,1,0,,High-quality modern rocking chair designed for optimal performance and durability.,1,75,13,234.86,343.26,Rocking Chair,Hi-Fi,https://images.pexels.com/photos/1152077/pexels-photo-1152077.jpeg,Remax,1,,,,,,,,,806
4852,simple,SKU48481,Wireless Charger Pro,1,0,,High-quality wireless charger pro designed for optimal performance and durability.,1,103,12,,1968.77,Pet Supplies,,https://images.pexels.com/photos/2078268/pexels-photo-2078268.jpeg,Adidas,1,User Group,"Men, Women, Kids, Unisex, Boys & Girls",1,0,Size,"24"", 26"", XL",1,0,665
4853,variable,SKU79369,7-Speed Bike,1,0,,High-quality 7-speed bike designed for optimal performance and durability.,1,119,10,1019.11,1319.23,Bicycle,,https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,KeyTech,1,,,,,,,,,894
4854,simple,SKU71563,Digital Charger HD,1,1,,High-quality digital charger hd designed for optimal performance and durability.,1,21,20,1340.29,1955.52,Toys & Games,,https://picsum.photos/800/800,Remax,1,Color,"Brown, Yellow, Gray, Red, Green",1,0,Capacity,"1L, 330 ml, 1.5L, 2L",1,0,166
4855,simple,SKU15496,Classic Knife,1,0,,High-quality classic knife designed for optimal performance and durability.,1,184,7,186.22,208.81,Kitchen,"Vintage, Professional, USB",https://images.pexels.com/photos/1152077/pexels-photo-1152077.jpeg,KitchenAid,1,Color,"Black, Blue, Green",1,0,Size,"24"", XL",1,0,703
4856,grouped,SKU30059,Fitness Shoes Elite,1,1,,High-quality fitness shoes elite designed for optimal performance and durability.,1,12,14,918.1,1494.01,Sports & Fitness,"USB, Vintage",https://images.pexels.com/photos/1630344/pexels-photo-1630344.jpeg,KeyTech,1,Capacity,"2L, 500ml",1,1,,,,,587
4857,simple,SKU62142,Premium Tablet System,1,0,,High-quality premium tablet system designed for optimal performance and durability.,1,72,9,535.07,834.46,Sweater > Hoodie,,https://picsum.photos/600/600,Adidas,1,Material,"Silk, Rubber, Glass, Ceramic, Metal",1,0,,,,,227
4858,variable,SKU29191,Premium Camera System,1,0,,High-quality premium camera system designed for optimal performance and durability.,1,19,20,,916.93,Accessories,Bluetooth,https://images.pexels.com/photos/298863/pexels-photo-298863.jpeg,ACEX,1,Material,"Ceramic, Rubber, Cotton, Metal",1,0,,,,,343
4859,simple,SKU89670,Vintage Style Chair,1,0,,High-quality vintage style chair designed for optimal performance and durability.,1,141,13,228.03,322.0,Rocking Chair,USB,https://via.placeholder.com/700x700/008000/FFFFFF?text=New+Arrival,SoundMax,1,Color,"Green, Purple",1,1,Size,"16"", XXL, XXXL, L",1,1,29
4860,simple,SKU77184,Smart Headphones Plus,1,0,,High-quality smart headphones plus designed for optimal performance and durability.,1,142,9,,1648.08,Health & Beauty,"Wireless, Eco-Friendly",https://images.pexels.com/photos/2529148/pexels-photo-2529148.jpeg,Sony,1,,,,,,,,,494
4861,variable,SKU90118,Digital Tablet HD,1,1,,High-quality digital tablet hd designed for optimal performance and durability.,1,44,13,35.66,45.42,Health & Beauty,Bass,https://images.unsplash.com/photo-1553456558-aff63285bdd1,ACEX,1,Capacity,"1.5L, 2L",1,1,,,,,981
4862,simple,SKU97620,Modern Rocking Chair,1,0,,High-quality modern rocking chair designed for optimal performance and durability.,1,181,17,1703.75,1954.92,Rocking Chair,Hi-Fi,https://images.unsplash.com/photo-1542291026-7eec264c27ff,Hatil,1,Color,"Yellow, Blue, Gray, Black",1,0,,,,,237
4863,simple,SKU26550,Digital Camera HD,1,0,,High-quality digital camera hd designed for optimal performance and durability.,1,156,11,975.29,1275.94,Toys & Games,"Hi-Fi, Bass, Stereo",https://picsum.photos/700/700,Casio,1,,,,,,,,,763
4864,simple,,Leather-Clad Leisure Chair,1,0,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,11,7,,1574.6,Rocking Chair,,https://images.pexels.com/photos/298863/pexels-photo-298863.jpeg,Remax,1,Material,"Glass, Rubber, Cotton, Wood, Ceramic",1,1,Capacity,"500ml, 2L",1,0,153
4865,variable,SKU75501,Vintage Style Chair,1,0,,High-quality vintage style chair designed for optimal performance and durability.,1,107,15,,1093.96,Rocking Chair,"Luxury, Modern",https://images.pexels.com/photos/1152077/pexels-photo-1152077.jpeg,Yamaha,1,User Group,"Unisex, Boys & Girls",1,1,,,,,735
4866,simple,SKU93508,Portable Camera Max,1,0,,High-quality portable camera max designed for optimal performance and durability.,1,73,10,,1828.42,Toys & Games,"Eco-Friendly, Stereo, Premium",https://images.pexels.com/photos/1123260/pexels-photo-1123260.jpeg,BambooTech,1,Size,"XL, XXXL",1,0,,,,,384
4867,variable,SKU51384,Premium Dress Collection,1,0,,High-quality premium dress collection designed for optimal performance and durability.,1,153,16,1009.72,1471.84,Clothing,,https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,Philips,1,Material,"Plastic, Cotton",1,1,Capacity,"1L, 1.5L, 2L, 500ml",1,1,440
4868,simple,SKU59731,Classic Table Design,1,0,,High-quality classic table design designed for optimal performance and durability.,1,166,14,204.01,332.11,Home & Garden,Hi-Fi,https://via.placeholder.com/800x800/FF0000/FFFFFF?text=Product+Image,Remax,1,Capacity,"2L, 500ml, 1L, 1.5L, 330 ml",1,1,Color,"Red, Black",1,1,952
